Studio,Category,Original criterion,Simplified requirement,Nestlé/WPP responsibility,Current status,Evidence,Missing requirement,Next action,Owner,Dependency,Target date
Vietnam,Production Excellence,"Has the Studio been onboarded on ContentHub, and are upload approvals done in a timely manner?","ContentHub onboarding, upload and tagging discipline",Nestlé,Not fulfilled,Not provided,"ContentHub onboarding, upload and tagging discipline",Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Consistent shared workflow and approval process: Open; Access to and use of the Nestlé tool stack: Open,Not provided
Vietnam,Production Excellence,"Has the Studio been provided access to Nestlé AI tools (Firefly, Getty)?",Compliant AI access and practical workflow use,Nestlé,Not fulfilled,Not provided,Compliant AI access and practical workflow use,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open,Not provided
Vietnam,Production Excellence,Have the Studio creatives been provided Nestlé licenses for Adobe Creative Cloud?,Adobe Creative Cloud access and production use,Nestlé,Not fulfilled,Not provided,Adobe Creative Cloud access and production use,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open; Dedicated internal or external production capability: Open,Not provided
Vietnam,Production Excellence,"Is multiplicity embedded in brief requirements, and supported by Media placements?",Multiplicity embedded in briefing and content planning,Nestlé,Not fulfilled,Not provided,Multiplicity embedded in briefing and content planning,Not provided,Not provided,"Source dependency: Not provided · Rule-based prerequisites: Complete briefs with sufficient lead time and timely challenge: Open; Media, CRM and performance collaboration embedded in planning: Open",Not provided
Vietnam,Category Expertise,"Has the Media, CRM and Performance Agencies been endorsed to the Content Studio for collaboration efforts?","Media, CRM and performance collaboration embedded in planning",Nestlé,Not fulfilled,Not provided,"Media, CRM and performance collaboration embedded in planning",Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Brand stakeholders involved in content planning: Fulfilled; Regular leadership and brand governance cadence: Open,Not provided
Vietnam,Category Expertise,Are the correct briefs cascaded to the Content Studio?,Correct brief routing and redirection,Nestlé,Not fulfilled,Not provided,Correct brief routing and redirection,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Regular leadership and brand governance cadence: Open; Consistent shared workflow and approval process: Open,Not provided
Vietnam,Category Expertise,Has the Studio been endorsed to AOR and NBS?,Defined collaboration with AOR and NBS,Nestlé,Partially fulfilled,Not provided,Defined collaboration with AOR and NBS,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Correct brief routing and redirection: Open; Regular leadership and brand governance cadence: Open,Not provided
Vietnam,Category Expertise,"Has the Studio been properly onboarded on the Brand/s (including but not limited to audience/s, product/s, brand mandatories)?","Current brand, audience and category knowledge",Nestlé,Not fulfilled,Not provided,"Current brand, audience and category knowledge",Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Brand stakeholders involved in content planning: Fulfilled,Not provided
Vietnam,Operational Excellence & Hygiene,Is there a senior WPP Studio Lead?,Senior WPP studio leadership,WPP,Not fulfilled,Not provided,Senior WPP studio leadership,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Operational Excellence & Hygiene,Is there a WPP Creative Lead?,Dedicated WPP creative leadership,WPP,Not fulfilled,Not provided,Dedicated WPP creative leadership,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Operational Excellence & Hygiene,"Is there a Creator, Community, or Adaptive Content Specialist?","Creator, community or adaptive-content specialist coverage",WPP,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Open,Not provided
Vietnam,Operational Excellence & Hygiene,Is there a WPP Production Lead?,Dedicated WPP production leadership,WPP,Not fulfilled,Not provided,Dedicated WPP production leadership,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Open; Commercial documents issued to agreed timelines: Fulfilled,Not provided
Vietnam,Operational Excellence & Hygiene,Are KPIs aligned and cascaded and agreed on?,Aligned and cascaded KPIs,WPP,Not fulfilled,Not provided,Aligned and cascaded KPIs,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Operational Excellence & Hygiene,Is the Content Studio team built to fulfill scope?,Team capability aligned to approved scope,WPP,Not fulfilled,Not provided,Team capability aligned to approved scope,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Open; Commercial documents issued to agreed timelines: Fulfilled,Not provided
Vietnam,Operational Excellence & Hygiene,Are CEs provided based on agreed timelines from date of brief?,Commercial documents issued to agreed timelines,WPP,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Open,Not provided
Vietnam,Operational Excellence & Hygiene,"Are legal, rights, talent and versioning cascades followed?","Legal, rights, talent and versioning requirements cascaded and followed",WPP,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Operational Excellence & Hygiene,Does the Studio collaborate with Brand Stakeholders in Content Planning?,Brand stakeholders involved in content planning,WPP,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Operational Excellence & Hygiene,Are briefs challenged and additional needed information/materials requested in a timely manner?,Complete briefs with sufficient lead time and timely challenge,WPP,Not fulfilled,Not provided,Complete briefs with sufficient lead time and timely challenge,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Vietnam,Operational Excellence & Hygiene,Does the Studio Lead meet with the Nestlé Studio Manager/Owner on a monthly and/or quarterly basis?,Regular leadership and brand governance cadence,WPP,Not fulfilled,Not provided,Regular leadership and brand governance cadence,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Dedicated Nestlé studio owner or manager: Open; Senior WPP studio leadership: Open,Not provided
Vietnam,Operational Excellence & Hygiene,Are Brand Governance meetings in place with the Content Studio?,Regular leadership and brand governance cadence,WPP,Not fulfilled,Not provided,Regular leadership and brand governance cadence,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Dedicated Nestlé studio owner or manager: Open; Senior WPP studio leadership: Open,Not provided
Vietnam,Operational Excellence & Hygiene,Is a shared workflow tool used consistently?,Consistent shared workflow and approval process,WPP,Not fulfilled,Not provided,Consistent shared workflow and approval process,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Regular leadership and brand governance cadence: Open,Not provided
